"year","artist_name","weeks"
1995,"Guus Meeuwis & Vagant","16"
1995,"Vangelis","27"
1995,"Céline Dion","24"
1995,"Coolio feat. L.V.","9"
1995,"Kamiel Spiessens","11"
1995,"Jimmy B.","10"
1995,"Scatman John","22"
1995,"Céline Dion","24"
1995,"Bryan Adams","26"
1995,"Gompie","14"
1995,"Snap! feat. Summer","12"
1995,"Scatman John","17"
1995,"Höllenboer","11"
1995,"Marco Borsato","10"
1995,"Double Vision","6"
1995,"Offspring","23"
1995,"Take That","16"
1995,"Eddy Wally","18"
1995,"Sin With Sebastian","15"
1995,"Wendy Van Wanten","16"
1995,"Edwyn Collins",""
1995,"Clouseau","6"
1995,"The Connells","19"
1995,"Urbanus",""
1995,"Simply Red",""
1995,"Technohead","17"
1995,"Nick Cave & The Bad Seeds + Kylie Minogue","11"
1995,"La Bouche","16"
1995,"K's Choice","19"
1995,"Shaggy","13"
1995,"Tokyo Ghetto Pussy","11"
1995,"Marco Borsato",""
1995,"Michael Jackson","15"
1995,"Winx","16"
1995,"Secret Garden","16"
1995,"The Cranberries",""
1995,"Mark 'Oh","6"
1995,"Ini Kamoze",""
1995,"Clouseau","12"
1995,"Tom Wilson","15"
1995,"East 17",""
1995,"2 Brothers On The 4th Floor feat. Des'Ray And D-Rock","14"
1995,"Soulsister",""
1995,"Nightcrawlers","15"
1995,"Boyzone","12"
1995,"Will Tura",""
1995,"Sam Gooris","15"
1995,"Sha-Na","15"
1995,"Will Tura","14"
1995,"Vaya Con Dios","15"
1995,"Me & My","13"
1995,"Diana King","12"
1995,"Noordkaap","15"
1995,"Nina [1990s]",""
1995,"N-Trance feat. Ricardo Da Force","13"
1995,"Bon Jovi","16"
1995,"Zolex","17"
1995,"Everything But The Girl","15"
1995,"De Brugse Strangers","11"
1995,"The Championettes",""
1995,"Duke","15"
1995,"M.C. Sar & The Real McCoy",""
1995,"Mama's Jasje en de Studenten",""
1995,"Hermes House Band",""
1995,"Dana Winner",""
1995,"Dana Winner","11"
1995,"Captain Hollywood Project","7"
1995,"Party Zone feat. Mario Caselli","13"
1995,"Queen","8"
1995,"Wendy Van Wanten","9"
1995,"Haddaway","12"
1995,"Meat Loaf","9"
1995,"U2","16"
1995,"Take That","11"
1995,"Mama's Jasje","10"
1995,"Leopold 3","6"
1995,"Pop In Wonderland & Melanie",""
1995,"740 Boyz feat. 2 In A Room","11"
1995,"Yasmine","11"
1995,"Nicki French","8"
1995,"Good Shape","11"
1995,"Boyzone","14"
1995,"DJ Bobo","13"
1995,"2 Unlimited","9"
1995,"André Rieu",""
1995,"Nina [1990s]","13"
1995,"Céline Dion","14"
1995,"The Clement Peerens Explosition","9"
1995,"Michael Jackson & Janet Jackson","8"
1995,"Dana Winner","10"
1995,"MN8","12"
1995,"Kamiel Spiessens","10"
1995,"E-Rotic","8"
1995,"Kenny ""Dope"" pres. The Bucketheads","14"
1995,"Good Shape","9"
1995,"En Zo...","10"
1995,"Whigfield","11"
1995,"Scooter","10"
1995,"20 Fingers",""
1995,"Helmut Lotti","8"
1996,"Andrea Bocelli","20"
1996,"Fugees","18"
1996,"Los Del Rio","24"
1996,"Robert Miles","22"
1996,"Babylon Zoo","15"
1996,"Paradisio","20"
1996,"Rob de Nijs","24"
1996,"Joan Osborne","22"
1996,"2 Fabiola","21"
1996,"Double Vision","16"
1996,"Garry Hagger","18"
1996,"Spice Girls","16"
1996,"Fool's Garden","19"
1996,"2 Fabiola","13"
1996,"Get Ready!","20"
1996,"Coolio feat. L.V.","17"
1996,"Double Vision","15"
1996,"Luniz","16"
1996,"Céline Dion","16"
1996,"Captain Jack","16"
1996,"Céline Dion","19"
1996,"Kamiel Spiessens","15"
1996,"Backstreet Boys","18"
1996,"Zucchero Sugar Fornaciari","17"
1996,"Enrique Iglesias","17"
1996,"Robert Miles feat. Maria Nayler","8"
1996,"Get Ready!","15"
1996,"Lisa Del Bo","14"
1996,"Guus Meeuwis & Vagant","14"
1996,"Backstreet Boys","13"
1996,"Alanis Morissette","18"
1996,"Clouseau","15"
1996,"Liliane Saint-Pierre","17"
1996,"B.B.E.","16"
1996,"Passengers","18"
1996,"Sanne","10"
1996,"Oasis","16"
1996,"Faithless","8"
1996,"Deep Zone","16"
1996,"Michael Jackson","17"
1996,"Jimmy B.","13"
1996,"DJ Dado","16"
1996,"Gary Barlow","15"
1996,"Take That","12"
1996,"Backstreet Boys","13"
1996,"3T","15"
1996,"Robert Miles","12"
1996,"Get Ready!","13"
1996,"George Michael","10"
1996,"Gina G","15"
1996,"Underworld","16"
1996,"Carrapicho","14"
1996,"Petra [BE]","14"
1996,"Captain Jack","14"
1996,"Eros Ramazzotti","16"
1996,"The Prodigy","18"
1996,"Me & My","13"
1996,"Queen","16"
1996,"DJ MD","7"
1996,"2 Unlimited","12"
1996,"Therapy?","12"
1996,"Dana Winner","14"
1996,"Deep Blue Something","14"
1996,"Peter Andre feat. Bubbler Ranx","13"
1996,"Gala","3"
1996,"Culture Beat","14"
1996,"Boyzone","9"
1996,"Artiesten Met Een Hart","9"
1996,"Mr. President","14"
1996,"Touch Of Joy","13"
1996,"Metallica","14"
1996,"Everything But The Girl","14"
1996,"Get Ready!","3"
1996,"Fugees","12"
1996,"Kamiel Spiessens","8"
1996,"Mark Snow","17"
1996,"Clouseau","10"
1996,"Helmut Lotti","11"
1996,"Adam Clayton & Larry Mullen","14"
1996,"Sha-Na","11"
1996,"Sha-Na","12"
1996,"Mark Morrison","10"
1996,"Mariah Carey & Boyz II Men","11"
1996,"Right Said Fred","10"
1996,"Ace Of Base","12"
1996,"Tina Turner","13"
1996,"OMC","14"
1996,"Michael Jackson","11"
1996,"Spice Girls","9"
1996,"Sha-Na","10"
1996,"X-Session","12"
1996,"Fugees","11"
1996,"Garry Hagger","8"
1996,"Eimear Quinn","9"
1996,"Kadoc","11"
1996,"Third World","11"
1996,"Christoff & Lindsay","12"
1996,"Skee-Lo","11"
1996,"Backstreet Boys","6"
1996,"Donna Lewis","7"
1997,"Elton John","15"
1997,"Aqua","15"
1997,"Wes","23"
1997,"Puff Daddy & Faith Evans feat. 112","22"
1997,"Sash! feat. Rodriguez","20"
1997,"Mama's Jasje","24"
1997,"Jantje Smit","19"
1997,"Funky Green Dogs","23"
1997,"Ricky Martin","24"
1997,"No Doubt","24"
1997,"Hanson","17"
1997,"Gala","23"
1997,"Toni Braxton","23"
1997,"Sash! feat. La Trec","14"
1997,"2 Fabiola","16"
1997,"Will Smith","19"
1997,"Natural Born Deejays","19"
1997,"Fiocco","9"
1997,"Gala","21"
1997,"K.I.A.","18"
1997,"Fiocco","22"
1997,"Sandra Kim & Frank Galan","17"
1997,"Get Ready!","15"
1997,"En Vogue","17"
1997,"Spice Girls","11"
1997,"Run-D.M.C. vs. Jason Nevins","7"
1997,"Sash!","18"
1997,"Meredith Brooks","17"
1997,"Backstreet Boys","12"
1997,"Barbra Streisand & Céline Dion","7"
1997,"Freek de Jonge & Stips","13"
1997,"Get Ready!","14"
1997,"Touch Of Joy","15"
1997,"Eternal feat. Bebe Winans","18"
1997,"No Mercy","19"
1997,"Madonna","18"
1997,"2 Fabiola","15"
1997,"Hanson","6"
1997,"T-Spoon","15"
1997,"Katrina And The Waves","13"
1997,"Bellini","16"
1997,"Barbra Streisand & Bryan Adams","17"
1997,"R. Kelly","17"
1997,"Mama's Jasje","10"
1997,"Touch Of Joy","16"
1997,"Spice Girls","17"
1997,"Zohra","13"
1997,"Dario G","9"
1997,"The Kelly Family","20"
1997,"Backstreet Boys","15"
1997,"GrooveZone","17"
1997,"3T","20"
1997,"Coolio feat. 40 Thevz","16"
1997,"Joe Cocker","14"
1997,"Space Frog feat. The Grim Reaper","20"
1997,"The Rembrandts","16"
1997,"Kamiel Spiessens","14"
1997,"Luc Steeno","15"
1997,"Natalie Imbruglia","3"
1997,"Worlds Apart","15"
1997,"Chumbawamba","12"
1997,"Get Ready! & Liliane St-Pierre","12"
1997,"Touch Of Joy","10"
1997,"Aqua","3"
1997,"The Sunclub","12"
1997,"The Blue Boy","12"
1997,"Babyface feat. Stevie Wonder","14"
1997,"K.I.A.","11"
1997,"Michael Jackson","14"
1997,"Gala","5"
1997,"Future Breeze","14"
1997,"Spice Girls","15"
1997,"Andreas Dorau","9"
1997,"Red 5","12"
1997,"Michael Jackson","11"
1997,"Dana Winner","13"
1997,"Apollo Four Forty","10"
1997,"No Mercy","13"
1997,"VARIOUS","3"
1997,"The Notorious B.I.G. feat. Puff Daddy & Mase","12"
1997,"X-Session","12"
1997,"Get Ready!","3"
1997,"Lionel Richie","14"
1997,"Whirlpool Productions","11"
1997,"Daft Punk","11"
1997,"Olive","10"
1997,"Paradisio","10"
1997,"The Verve","11"
1997,"DJ MD","11"
1997,"Robert Miles feat. Maria Nayler","11"
1997,"Khaled","10"
1997,"Pat Krimson","11"
1997,"Touch Of Joy","11"
1997,"De Toffe Teven","8"
1997,"Get Ready!","11"
1997,"Toni Braxton","9"
1997,"The Kelly Family","11"
1997,"Natural Born Deejays","11"
1997,"N-Trance feat. Rod Stewart","9"
1997,"White Town","12"
1998,"Céline Dion","31"
1998,"DJ Visage","26"
1998,"Emilia","7"
1998,"Cher","9"
1998,"Steps","23"
1998,"Natalie Imbruglia","19"
1998,"Vengaboys","11"
1998,"Vengaboys","24"
1998,"Boyzone","21"
1998,"Steps","25"
1998,"Scooter","17"
1998,"Kabouter Plop","27"
1998,"Aerosmith","21"
1998,"Steps","19"
1998,"Janet Jackson","22"
1998,"Pras Michel feat. ODB & intr. Mýa","21"
1998,"Marshall Masters feat. The Ultimate MC","26"
1998,"Madonna","18"
1998,"All Saints","18"
1998,"Kim Kay","31"
1998,"Savage Garden","24"
1998,"Des'ree","21"
1998,"The Mackenzie feat. Jessy","29"
1998,"Cartoons","19"
1998,"Anouk","20"
1998,"Manau","19"
1998,"Dana International","16"
1998,"The Tamperer feat. Maya","19"
1998,"Espen Lind","17"
1998,"Ultimate Kaos","26"
1998,"Faithless","19"
1998,"Lighthouse Family","23"
1998,"Tarkan","16"
1998,"2 Fabiola","13"
1998,"Brandy & Monica","19"
1998,"De Pop-Koning","14"
1998,"Michael's Beatbox","5"
1998,"X-Treme","10"
1998,"Robbie Williams","21"
1998,"Run-D.M.C. vs. Jason Nevins","19"
1998,"K-Ci & JoJo","20"
1998,"B*Witched","19"
1998,"Niels van Gogh","16"
1998,"DJ Springer","13"
1998,"Fiocco","14"
1998,"Mister John","22"
1998,"Puff Daddy feat. Jimmy Page","21"
1998,"Five","18"
1998,"Natural Born Deejays","17"
1998,"The Mackenzie feat. Jessy","16"
1998,"Five","16"
1998,"Aqua","14"
1998,"The Happy Groover (DJ Jonathan)","17"
1998,"Get Ready!","13"
1998,"Alana Dante","18"
1998,"2 Unlimited","14"
1998,"Absolom","18"
1998,"Marshall Masters feat. Da TMC","10"
1998,"Andy [BE]","17"
1998,"Robbie Tronco","18"
1998,"Coumba Gawlo","17"
1998,"Vengaboys","23"
1998,"Astroline","17"
1998,"The Mackenzie feat. Jessy","8"
1998,"Opium","21"
1998,"Sash!","13"
1998,"Fiocco","12"
1998,"Steps","8"
1998,"Eagle-Eye Cherry","18"
1998,"Mariah Carey & Whitney Houston","7"
1998,"Sweetbox","13"
1998,"Pat Krimson","16"
1998,"Aqua","14"
1998,"Alana Dante","16"
1998,"Marco Borsato","20"
1998,"Five","17"
1998,"Da Rick","12"
1998,"David Charvet","15"
1998,"Shania Twain","21"
1998,"Barbra Streisand & Céline Dion","13"
1998,"Opium","23"
1998,"Allan Theo","19"
1998,"Will Smith","15"
1998,"DJ Da Rick","17"
1998,"Imaani","15"
1998,"Dario G","16"
1998,"The Space Brothers","16"
1998,"Touch And Go","9"
1998,"Will Tura","16"
1998,"2 Unlimited","15"
1998,"N.Y.C.C.","16"
1998,"Encore!","14"
1998,"Mark Van Dale with Enrico","13"
1998,"Stardust","20"
1998,"Another Level","18"
1998,"Sash! feat. Tina Cousins","16"
1998,"DJ Visage","13"
1998,"The Rapsody feat. Warren G & Sissel","13"
1998,"Cleopatra","14"
1998,"Ricky Martin","22"
1999,"Britney Spears","24"
1999,"Lou Bega","21"
1999,"R. Kelly","11"
1999,"Eiffel 65","19"
1999,"Da Boy Tommy","12"
1999,"K3","25"
1999,"Vengaboys","21"
1999,"The Offspring","19"
1999,"Scoop","14"
1999,"DJ Peter Project","18"
1999,"Britney Spears","17"
1999,"Ann Lee","18"
1999,"Whitney Houston","20"
1999,"Shania Twain","19"
1999,"Volumia!","18"
1999,"Poco Loco Gang","17"
1999,"Milk Inc.","17"
1999,"Blondie","18"
1999,"Virtual Zone","13"
1999,"The Goo Goo Dolls","19"
1999,"Mr. Oizo","14"
1999,"Sasha","19"
1999,"Christina Aguilera","16"
1999,"Liquido","17"
1999,"Ronan Keating","18"
1999,"2Pac","17"
1999,"Britney Spears","14"
1999,"Nunca feat. Pat Krimson","14"
1999,"Nunca","17"
1999,"Poco Loco Gang","15"
1999,"Virtual Zone","15"
1999,"TLC","17"
1999,"Backstreet Boys","16"
1999,"Chicane feat. Maire Brennan","18"
1999,"Ricky Martin","18"
1999,"Wamdue Project","14"
1999,"Phats & Small","15"
1999,"Will Smith","15"
1999,"Clouseau","16"
1999,"Emilia","13"
1999,"Milk Inc.","12"
1999,"Cher","15"
1999,"Da Rick","17"
1999,"X-Session","18"
1999,"Westlife","15"
1999,"Volumia!","15"
1999,"Sixpence None The Richer","13"
1999,"Cher","13"
1999,"Five","13"
1999,"City To City","15"
1999,"A*Teens","16"
1999,"K3","12"
1999,"Jennifer Lopez","14"
1999,"Monifah","14"
1999,"Vanessa Chinitor","15"
1999,"Milk Inc.","13"
1999,"Jessica","15"
1999,"Mariah Carey & Whitney Houston","14"
1999,"Enrique Iglesias","14"
1999,"Poco Loco Gang","13"
1999,"Milk Inc.","6"
1999,"Westlife","14"
1999,"Destiny's Child","13"
1999,"Charlotte","10"
1999,"Michael's Beatbox","11"
1999,"The Black & White Brothers","15"
1999,"Bob Marley vs. Funkstar De Luxe","13"
1999,"Madonna","14"
1999,"Maurizzio","13"
1999,"Guano Apes","15"
1999,"Sylvain Van Genechten","12"
1999,"A+","13"
1999,"TQ","13"
1999,"Cartoons","11"
1999,"DJ Jurgen","13"
1999,"Scooter","13"
1999,"René Froger","13"
1999,"Ixxel","12"
1999,"DJ Fred & Arnold T","11"
1999,"Chef","13"
1999,"The Oh!","10"
1999,"Atlantis 6","15"
1999,"TQ","14"
1999,"Armand Van Helden feat. Duane Harden","13"
1999,"Live","10"
1999,"Hevia","14"
1999,"Mozaïek","14"
1999,"Artists For Kosovo","9"
1999,"Virtual Zone","7"
1999,"Michael's Beatbox","12"
1999,"Texas","13"
1999,"Johnny Vicious feat. Lula","13"
1999,"The Chemical Brothers","14"
1999,"The Offspring","12"
1999,"Shania Twain","13"
1999,"Puff Daddy feat. R. Kelly","6"
1999,"TLC","11"
1999,"X-Session","11"
1999,"The Mackenzie feat. Jessy","11"
1999,"DJ Jean","11"
2000,"Krezip","21"
2000,"Mozaïek & Walter Grootaers","10"
2000,"Bomfunk MCs","20"
2000,"Live","19"
2000,"Abel","18"
2000,"K3","19"
2000,"Liquid feat. Silvy","17"
2000,"Bon Jovi","21"
2000,"Da Boy Tommy","15"
2000,"Jody Bernal","17"
2000,"Milk Inc.","20"
2000,"Metallica with Michael Kamen conducting the San Francisco Symphon...","22"
2000,"Anton feat. DJ Ötzi","18"
2000,"Bloodhound Gang","18"
2000,"D-Devils","22"
2000,"Britney Spears","17"
2000,"King Africa","19"
2000,"Kabouter Plop","26"
2000,"Marc Anthony","21"
2000,"T'NT","19"
2000,"Levenslijn 2000","14"
2000,"Katastroof","20"
2000,"De Bewoners en Walter","2"
2000,"Melanie C feat. Lisa ""Left Eye"" Lopes","17"
2000,"Da Boy Tommy","15"
2000,"Twarres","5"
2000,"Drive By Shooters","12"
2000,"Milk Inc.","13"
2000,"Belle Perez","16"
2000,"Eminem","15"
2000,"Delerium feat. Sarah McLachlan","17"
2000,"Vengaboys","12"
2000,"Kosheen","15"
2000,"Superfunk feat. Ron Carroll","16"
2000,"Limp Bizkit","18"
2000,"Santana feat. The Product G&B","16"
2000,"Jennifer Lopez","15"
2000,"La Luna","15"
2000,"Aaliyah","16"
2000,"Anastacia","14"
2000,"R. Kelly","14"
2000,"Melanie C","12"
2000,"Jessica Simpson","17"
2000,"Bomfunk MCs","12"
2000,"Madonna","13"
2000,"Madonna","13"
2000,"All Saints","12"
2000,"BrainStorm [LV]","13"
2000,"Britney Spears","12"
2000,"*N Sync","13"
2000,"Mary Mary","14"
2000,"Whitney Houston & Enrique Iglesias","15"
2000,"Scooter","12"
2000,"Touch Of Joy","15"
2000,"Modjo","14"
2000,"Axelle Red","16"
2000,"The Corrs","13"
2000,"Puff Daddy feat. R. Kelly","13"
2000,"Scoop","11"
2000,"Cygnus X","12"
2000,"Anouk","14"
2000,"Toni Braxton","13"
2000,"ATC","12"
2000,"Aqua","11"
2000,"Touch Of Joy","14"
2000,"Christina Aguilera","13"
2000,"Zombie Nation","12"
2000,"Sisqó","13"
2000,"Darude","12"
2000,"Britney Spears","12"
2000,"Backstreet Boys","11"
2000,"Gabrielle","13"
2000,"Hooverphonic","14"
2000,"Sonique","11"
2000,"DJ Bart [BE]","9"
2000,"DJ Peter Project","10"
2000,"En Vogue","12"
2000,"Tom Jones and Mousse T.","15"
2000,"Blink 182","12"
2000,"Jan Leyers","9"
2000,"Five + Queen","11"
2000,"Westlife","11"
2000,"La Luna","9"
2000,"Moloko","13"
2000,"Fragma","13"
2000,"Vengaboys","11"
2000,"Dynamite","12"
2000,"Katastroof","10"
2000,"Nunca feat. Pat Krimson","12"
2000,"Anton feat. DJ Ötzi","11"
2000,"X-Session","13"
2000,"Montell Jordan","11"
2000,"Kelis","12"
2000,"Robbie Williams","10"
2000,"Destiny's Child","12"
2000,"Freeze","11"
2000,"P!nk","12"
2000,"Milk Inc.","9"
2000,"Alice Deejay","11"
2000,"Janez Detd.","9"
2001,"Geri Halliwell","22"
2001,"Wheatus","26"
2001,"Safri Duo","29"
2001,"K3","24"
2001,"Shaggy feat. Rayvon","19"
2001,"Shaggy feat. Rikrok","24"
2001,"Gigi D'Agostino","21"
2001,"Kylie Minogue","14"
2001,"Afroman","8"
2001,"Twarres","23"
2001,"Vanda Vanda","14"
2001,"LeAnn Rimes","20"
2001,"Blue","22"
2001,"Alicia Keys","16"
2001,"Christina Aguilera, Mya, Lil' Kim, P!nk","22"
2001,"Alizée","19"
2001,"M-Kids","18"
2001,"Eve feat. Gwen Stefani","18"
2001,"Lasgo","22"
2001,"Twarres","19"
2001,"Outkast","17"
2001,"Crazy Town","18"
2001,"Faith Hill","21"
2001,"Alien Ant Farm","14"
2001,"DJ Quicksilver","17"
2001,"Westlife","17"
2001,"Alcazar","18"
2001,"Atomic Kitten","18"
2001,"Atomic Kitten","15"
2001,"2Pac","15"
2001,"Eminem feat. Dido","17"
2001,"Sylver","16"
2001,"Gigi D'Agostino & Albertino","14"
2001,"Rui Da Silva feat. Cassandra","19"
2001,"Mary J Blige","13"
2001,"Dido","17"
2001,"Lil' Kim feat. Sisqó","16"
2001,"Live","10"
2001,"Spooks","16"
2001,"Wu-Tang Clan","16"
2001,"Destiny's Child","15"
2001,"The Mackenzie feat. Jessy","17"
2001,"Train","16"
2001,"Faithless","16"
2001,"Paul Michiels","14"
2001,"Brandy and Ray J","16"
2001,"Los Papagueros","11"
2001,"Daddy DJ","19"
2001,"Milk Inc.","7"
2001,"Enrique Iglesias","8"
2001,"Kate Ryan","17"
2001,"Britney Spears","10"
2001,"Robbie Williams","18"
2001,"Betty","12"
2001,"Various Artists","16"
2001,"Lil Bow Wow","15"
2001,"Jennifer Lopez","17"
2001,"Starmaker","16"
2001,"Blue","12"
2001,"Lasgo","7"
2001,"M-Kids","15"
2001,"Barthezz","15"
2001,"Janet Jackson","14"
2001,"Cisco Kid","20"
2001,"Lil' Kim feat. Phil Collins","15"
2001,"Manu Chao","15"
2001,"D-Devils","13"
2001,"Vanessa Amorosi","17"
2001,"Milk Inc.","11"
2001,"Solid Solution","8"
2001,"Drive By Shooters","11"
2001,"Jennifer Lopez","13"
2001,"Jennifer Lopez","16"
2001,"Kosheen","13"
2001,"Destiny's Child","16"
2001,"Gigi D'Agostino","7"
2001,"Tina Bride","17"
2001,"D12","14"
2001,"M-Kids","12"
2001,"Sylver","12"
2001,"Delerium feat. Leigh Nash","17"
2001,"Jennifer Lopez","8"
2001,"Dee Dee [BE]","15"
2001,"Michael Jackson","10"
2001,"Zippora","18"
2001,"Dante Thomas feat. Pras","17"
2001,"X-Session","14"
2001,"Nelly Furtado","14"
2001,"Sono","14"
2001,"Ricky Martin with Christina Aguilera","13"
2001,"Mya","18"
2001,"Mauro Picotto","16"
2001,"De Bewoners en Walter","11"
2001,"Five","13"
2001,"Kabouter Plop","15"
2001,"Judith (Jobse)","15"
2001,"Linkin Park","21"
2001,"Missy ""Misdemeanor"" Elliott","12"
2001,"Wyclef Jean feat. Mary J Blige","17"
2001,"Sylver","10"
2002,"Las Ketchup","18"
2002,"Kate Ryan","27"
2002,"Shakira","23"
2002,"112","23"
2002,"Shakira","20"
2002,"Céline Dion","19"
2002,"Eminem","22"
2002,"Mad'House","19"
2002,"Nelly feat. Kelly Rowland","8"
2002,"Marco en Sita","16"
2002,"Dynamite feat. Robsnob","18"
2002,"Within Temptation","17"
2002,"Brainpower","17"
2002,"Ronan Keating","19"
2002,"In-Grid","15"
2002,"Elvis Presley vs. JXL","15"
2002,"Nickelback","17"
2002,"Avril Lavigne","16"
2002,"t.A.T.u.","10"
2002,"Vanessa Carlton","18"
2002,"Sergio & The Ladies","19"
2002,"Jan Wayne","15"
2002,"Kate Winslet","15"
2002,"Sarah Connor","19"
2002,"K3","15"
2002,"Ali G and Shaggy","18"
2002,"Missy ""Misdemeanor"" Elliott","16"
2002,"M-Kids","15"
2002,"K3","15"
2002,"Nelly","20"
2002,"Gigi D'Agostino","14"
2002,"Belle Perez & Jody Bernal","17"
2002,"Christina Aguilera feat. Redman","9"
2002,"Enrique Iglesias","14"
2002,"Jessy","15"
2002,"Truth Hurts feat. Rakim","14"
2002,"Shaggy feat. Brian & Tony Gold","8"
2002,"Tiziano Ferro","16"
2002,"Raffaele","15"
2002,"P!nk","16"
2002,"Atomic Kitten","14"
2002,"Eminem","13"
2002,"Bryan Adams","16"
2002,"Liberty X","14"
2002,"TLD","14"
2002,"Christina Milian","13"
2002,"Gigi D'Agostino","12"
2002,"D*Note","14"
2002,"Jennifer Lopez","12"
2002,"Enrique Iglesias","14"
2002,"R. Kelly","15"
2002,"David Guetta feat. Chris Willis","12"
2002,"P. Diddy feat. Usher & Loon","15"
2002,"P!nk","12"
2002,"Marilyn Manson","15"
2002,"Davy Gilles, Dieter Verhaegen & Mark Tijsmans","13"
2002,"Kate Ryan","14"
2002,"Flesh & Bones","12"
2002,"Marco Borsato","14"
2002,"P!nk","11"
2002,"Eskobar feat. Heather Nova","15"
2002,"Sugababes","12"
2002,"M-Kids","13"
2002,"Justin Timberlake","9"
2002,"DB Boulevard","14"
2002,"Ellen","13"
2002,"Angie Stone","13"
2002,"Lasgo","10"
2002,"Milk Inc.","12"
2002,"DJ Boozywoozy","15"
2002,"Robbie Williams & Nicole Kidman","11"
2002,"Sophie Ellis-Bextor","13"
2002,"Britney Spears feat. Pharrell Williams","9"
2002,"Christina Milian","15"
2002,"Anastacia","12"
2002,"Britney Spears","10"
2002,"Madonna","8"
2002,"Milk Inc.","8"
2002,"Chad Kroeger feat. Josey Scott","14"
2002,"Ingeborg","10"
